lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
22,19,3515,293,190,2.99,2.99,208287,57369,0,0,0,0,0,2.79,4.19,176.05,435.93,3.2,523,1017028,79
2,0,1453,183,63,0.4,0.4,104451,17773,0.4,0.4,0.4,0,1.4,4.6,7.2,31.2,58.8,2.2,308,1114030,93
47,45,6735,288,182,2.59,7.78,157424,177312,4.79,4.79,4.79,0,6.59,0.8,1.2,238.52,281.44,2.6,202,1382053,72
0,0,1743,122,71,0.4,0.4,89137,21834,0,0,0,0,0,0,0,29.6,34.2,2.2,2483,1700363,93
1,0,426,30,105,0.4,0.4,6559,11362,0,0,0,0,0,0,0,37,40.2,3.2,955,1714613,97
41,17,4739,739,662,7,4,574189,494152,16.6,66.8,102.6,316.8,4,7.2,23.4,331.4,552,2.7,118,1052146,70
2,0,1317,73,55,1.6,1.6,35882,16564,0,0,0,0,0.2,14.6,15.8,99.8,157.2,2.8,906,1068621,90
20,9,4406,560,440,9.8,9.4,412612,21369,3.2,3.4,3.4,0,0.2,16.8,30.4,487.6,736.4,7.2,394,1597472,68
11,15,277,45,33,0.2,0.2,253502,33525,0,0,0,0,0,0,0,16,17.4,1.4,9219,1867472,97
13,9,1583,229,155,0.6,0.8,892724,877944,0,0,0,0,0,109.38,214.37,49.3,207.19,2426,73,26,1
5,1,1259,183,171,3.2,1,103477,6816,0,0,0,0,0,0,0,165.2,231.2,1.4,5299,1860629,91
14,7,2823,194,119,1.4,3.6,195576,114991,0,0,0,0,0,0.2,0.4,172.6,151,2.4,1996,1548301,88
56,68,3702,395,153,2.6,4.2,455770,94304,0,0,0,0,0,5.6,10.6,174,286.8,6.6,2759,1603320,82
8,1,4911,247,185,2,4,215402,41434,0,0,0,0,0,1.6,2.2,130.2,164.6,2.8,990,1538602,86
1,0,3083,219,152,0.2,0.2,107127,81287,6,14.6,26.8,43.6,0.4,2.4,2.6,22.6,84.2,147,83,16,0
1,0,219,22,18,0.2,0.2,18596,19607,0,0,0,0,0,0.2,0.2,20.6,17.4,1,2814,1775373,96
23,4,2637,398,298,5.99,3.19,197373,44202,0,0,0,0,0,8.58,8.98,273.05,474.85,1.4,585,1022631,74
13,9,5911,184,181,3.6,9.4,75490,343226,0,0,0,0,0,1,1,269.4,305.2,3.6,998,1377794,72
2,0,2140,170,142,1.4,1.4,280183,189646,0,0,0,0,0.4,25.15,34.93,77.05,237.13,1.2,677,1053309,82
2,1,2849,173,94,0.2,0.2,249539,163404,0,0,0,0,0.2,1.6,1.6,24.6,68,3.4,3241,1341669,94
12,2,1150,95,87,1.4,1.6,108636,22667,1,1,1,0,3.2,12.6,13,113,168,1,333,1026162,91
77,101,2680,373,289,3.19,2.99,276666,110753,12.57,40.32,112.38,222.36,0,8.38,14.97,182.24,380.24,109,77,23,0
0,0,156,16,21,0.2,0.2,436,7606,0.4,0.4,0.4,0,0.2,0,0,15.77,17.17,1,256,1756335,98
37,53,1471,71,68,0.2,0.2,5876,29047,0,0,0,0,0,8.8,8.8,15.6,40.8,2,845,1052512,94
119,52,2129,201,168,0.39,0.39,140345,124347,0,0,0,0,0,2.16,3.54,53.05,74.66,1,910,1317084,90
2,2,614,34,31,0.4,0.4,33362,17996,0,0,0,0,0,0.8,0.8,24.4,46.2,2,903,1074280,96
1,1,2744,151,107,0.4,0.6,45621,57609,0,0,0,0,0,5.79,5.79,35.93,96.81,3,2365,1040741,91
1,0,2163,249,147,0.4,0.2,8970,6914,1.8,1.8,1.8,0,0.4,0.4,0.4,16.37,32.34,3.2,161,1438344,93
14,19,440,28,92,1.2,1.2,53079,609753,68.6,134.8,134.8,0,0,1.4,2,115.6,98.6,2.2,283,1783810,80
15,1,3885,287,292,3.19,1,198469,81204,5.38,5.98,15.34,32.07,2.19,4.58,5.18,150.6,272.11,1,194,1049610,81
17,6,4805,565,701,9,3.2,418659,75421,6.2,18.6,29.8,42,1.2,2.2,2.6,467,695.4,6,333,1439998,68
8,6,496,72,67,0.8,2,58479,49585,7,11.4,10,0,1.6,2.4,5.2,35.2,39.4,2,207,1719907,93
139,89,1743,253,173,1.6,1.8,360018,101640,0.8,3.6,3.6,0,27,1,5.2,89.6,236.8,515,83,17,0
1,0,3523,214,149,0.4,0.6,253210,121578,8.58,19.96,25.55,27.15,2,7.78,9.58,45.71,147.31,1,228,1112768,86
28,14,3857,294,218,3,11.6,215408,170249,8,11.8,15.6,11.4,5.4,41.8,49.8,292.6,472,7.6,277,1313382,79
4,4,2215,208,206,1,1.2,225023,60418,7,11.2,9,0,4.2,1.8,1.8,80.2,118.8,1.5,318,1101534,88
11,1,2230,129,101,7.4,22.6,111719,49997,0.6,0.6,0.6,0,0,3.4,4,279.2,531.2,2.2,506,1078693,74
2,2,408,66,26,0.4,0.4,412546,18184,0,0,0,0,0,0.4,0.6,30.86,35.27,3,8132,1867545,96
16,3,2012,154,151,2.2,4,104179,108236,0,0,0,0,0,4.6,9.8,199.4,196.2,3.2,1830,1531176,89
4,0,578,43,28,1.4,1.6,102585,53515,0,0,0,0,0,4.8,8.8,116.8,154.2,1.8,1294,1751954,87
7,2,2320,158,172,1,1.6,16005,104078,0,0,0,0,0.2,22.6,22.8,72.2,148,2.5,1665,1072854,91
3,0,4364,172,182,0.4,0.4,116745,177014,2.4,15.8,35.6,333.8,0.2,2.2,2.2,39,78.4,3.4,159,1619979,87
12,1,4607,387,288,11.8,34.4,199059,40730,9,32,43,54.8,2,13.4,16.6,386,737,1.6,158,1077451,60
8,0,3540,382,347,7.39,2,187167,18673,0,0,0,0,0,0,0,347.9,500.6,2.8,8310,1860712,80
7,1,3220,157,111,6.41,18.04,170836,67909,8.42,17.43,31.06,53.51,1.4,23.05,41.28,231.06,464.93,2.2,219,1078485,71
24,0,6552,523,336,9.4,16.2,1159856,57651,1.8,20.8,105.4,241.8,7.2,38,57,361.2,855,3.2,281,1092915,58
14,2,5636,651,529,5.8,2.8,521404,278252,0,0,0,0,0,15.6,42.2,356.8,548,4.6,1445,1038379,66
26,37,1021,55,42,0.8,2.6,22395,5741,1.2,1.4,1.4,0,1,5.2,5.8,75.4,108.4,3.2,190,1442749,95
0,0,3180,235,166,0.6,0.6,218260,101942,0,0,0,0,0.6,2,2,112.2,73.2,2.6,1730,1413717,91
18,13,1224,88,77,2.99,2.99,51124,23822,0,0,0,0,0,1,1.6,161.28,267.86,1,1053,1090694,90
5,3,4509,291,182,1,1.6,138031,108618,0.6,0.6,3,8,3.6,0.6,1,90.6,125.6,1,149,1127822,84
1,0,2332,146,144,0.2,0.2,12285,64453,0,0,0,0,0,0.4,0.4,21.2,53.8,1,731,1061085,93
12,4,4961,165,141,1,1,125039,50388,0,0,0,0,0,12.6,15.6,70.8,142.6,3.2,831,1529981,89
35,34,2719,373,279,7.6,3.6,333360,10367,0,0,0,0,0,0.6,0.8,416.4,680.4,2.8,437,1728880,76
6,1,3196,299,300,3.2,1,258950,352656,0,0,0,0,0,12.6,20.8,159.4,261,2.6,399,1382054,82
0,0,823,64,125,0.4,0.4,95754,20225,0,0,0,0,0,0,0,32,44.8,3.2,1298,1713150,94
0,0,821,43,20,0.2,0.2,3187,14115,0,0,0,0,0,0,0,15.6,17,1,1722,1780144,98
4,4,1901,213,103,0.4,0.8,616593,504045,0,0,0,0,0,5.39,10.18,41.32,79.64,4.6,3058,1032533,90
70,92,4371,237,203,1.2,1,205153,71432,24.4,45.4,77.4,163.8,10.6,3.8,6.4,65.4,146,1,131,1003590,83
40,54,3383,318,150,1,0.8,284086,43582,0,0,0,0,0,15.57,37.72,47.31,80.24,4.8,764,1106066,86
1,1,1996,218,112,0.4,0.4,195971,60009,13.35,84.66,127.69,201.99,1.99,52.99,67.33,33.67,159.36,2,155,1095359,88
12,4,3825,352,315,6,2,173914,35915,0,0,0,0,0,0,0,297.6,441,3.8,2002,1719354,81
20,4,2472,268,316,1.8,2,532635,766797,18.16,89.62,211.38,592.22,1.8,53.29,104.99,100.4,259.48,1,139,1024303,73
22,17,1556,524,175,0.6,1.6,665917,637838,0,0,0,0,0,0,0,57,171.8,1.7,609,1045942,91
4,2,2483,268,162,0.4,0.4,561018,286158,0,0,0,0,0,2.4,4.8,66,45.2,4.8,2622,1562976,90
0,0,1270,105,69,0.4,0.4,106063,26040,15.83,37.27,64.33,215.63,0,13.63,22.44,33.47,97.8,1.2,142,1014038,92
3,0,677,95,48,3.2,3.2,385542,261097,0,0,0,0,44.8,7.6,13.6,304.4,345.6,2.6,3915,1810822,80
17,25,189,20,17,0.2,0.2,9763,5724,0,0,0,0,0,0.2,0.2,15.6,17,1,8739,1834968,97
26,38,370,69,21,0.2,0.2,339921,6853,0.8,0.8,0.8,0,3.4,0,0,15.6,29.8,1.4,136,1749590,95
0,0,1665,117,80,0.4,0.8,4611,45409,0,0,0,0,0,1.4,2.2,35.4,47.6,2.6,433,1754104,86
66,59,5976,1045,991,4.99,3.99,1104612,829940,0,0,0,0,0.6,48.9,49.5,298.6,468.06,1,715,1115499,64
2,1,262,30,20,1,1,63371,26554,0,0,0,0,0,1.4,2.8,81.6,75.4,1,8697,1834794,95
64,39,4298,575,343,15.8,11.6,463509,143596,4.6,9.6,9,2.4,6.2,5,6.8,651.2,1108,1.8,374,1043554,61
1,0,2550,251,144,0.6,2,348880,40837,3.61,13.23,106.41,216.03,0.8,47.29,92.59,55.71,116.23,3.8,184,1105180,83
1,0,1275,51,54,0.2,0.4,2600,15749,1,1.2,1.2,0,0.4,0,0,26.2,31.4,1.2,236,1747384,97
0,0,963,47,60,0.2,0.2,3269,38455,1.2,1.6,1.6,0,0,0.6,0.6,15.4,17,1,167,1750968,95
1,0,1660,64,68,0.4,0.6,33268,84585,0,0,0,0,0,0.4,0.4,29.66,48.5,1,1270,1062068,94
19,27,2061,90,106,0.2,0.2,88071,10311,0,0,0,0,0,0.2,0.2,22.4,17.2,2.2,690,1726904,95
1,0,1283,125,445,0.2,0.2,17782,52520,0,0,0,0,0,0.8,0.8,20.2,26.2,2.4,829,1704290,92
1,1,158,14,13,0.2,0.2,7637,5958,0,0,0,0,0,0,0,15.6,16.8,1,7222,1847120,98
5,0,2183,370,340,0.4,1.8,113768,19844,0.8,0.8,0.8,0,1.6,3,15.8,37.4,52.6,1.6,364,1086010,83
670,3,4831,181,118,3.6,4.8,152348,36710,0,0,0,0,0,24,24.6,153.2,268.8,1.4,2645,1712398,77
41,0,4887,292,133,9.2,27.4,606890,39021,5.2,30.6,78.8,195,0.6,67.8,74.6,343.6,903.4,2.7,129,1095571,63
3,1,2298,238,235,0.6,0.8,111211,392803,2.6,10,16.2,20,0.6,13,25.6,60.2,78,2,141,1375952,86
0,0,2123,343,106,0.8,1.2,518845,579056,8.2,13.8,13.8,0,3.8,8,8,33.2,87.8,7.2,288,976629,90
4,2,1806,97,69,0.6,5.4,4959,7334,0,0,0,0,0,3,3.6,61.8,72.6,2.2,474,1383408,93
43,49,4750,969,331,6.6,4.4,522328,362630,48,95.2,104.4,26.2,1.2,12.8,14.8,347,540.4,2.8,214,1375587,65
0,0,895,113,43,0.2,0.2,254795,6673,0,0,0,0,0,0,0,20.8,19.2,1.2,5977,1863736,96
50,0,5031,397,239,14.2,34.8,150140,25263,2,7.4,13.4,20.4,0.8,17.8,20.6,545.2,999.8,1,187,1105467,55
4,0,2989,191,144,0.8,0.6,72422,64404,8,15.6,15.4,5.8,3.4,4.2,5.6,39.4,76.6,1,231,1751608,90
1,1,298,16,32,0.2,0.2,8934,128171,0,0,0,0,0,0,0,16,17.6,1,6876,1852733,97
52,1,5644,436,203,13.97,29.54,391968,28302,3.99,16.17,48.3,110.78,2.79,33.93,39.52,600.4,1138.72,2.8,193,1102157,49
26,2,5900,1094,1036,5.4,2.6,1143194,743917,0,0,0,0,0,12.2,21.6,307.2,496.2,2,859,1055504,68
22,13,3962,281,187,5.8,16,85048,103566,0,0,0,0,0.4,16,19.2,223.4,424.2,1,1082,1104157,73
15,1,5274,647,664,8,3.8,417904,48173,0,0,0,0,0,3.4,4.8,427,681.8,5.8,1860,1725293,67
13,10,1970,114,67,2,2,42776,22590,0,0,0,0,0.2,0.2,0.2,130.94,182.44,1,918,997309,90
1,1,318,19,40,0.2,0.6,32972,12604,0,0,0,0,0,0,0,31.2,50.2,1,6454,1871424,97
1,0,2474,126,158,1.2,1.6,82015,257281,0,0,0,0,0.4,6.6,11,82.6,227.4,1.8,490,1019664,87
11,6,2292,218,158,1.2,3,131627,159328,0,0,0,0,18.6,3.6,3.6,102.4,177.6,1,562,1113438,84
5,0,3811,297,136,1.4,2.8,138739,29632,0,0,0,0,0,16.8,22.8,125.4,198,3.2,906,1439373,83
3,0,5748,321,185,2.81,3.21,184508,274579,0,0,0,0,0.6,20.64,37.68,182.36,326.65,2.8,1286,985836,76
16,2,5937,760,527,8.02,3.41,253970,146319,0,0,0,0,0.2,15.83,19.64,447.09,711.62,2,515,1000834,65
0,0,760,92,54,0.2,0.2,166118,48516,5.4,6.6,6.6,0,1,2.6,3.2,15.6,24.2,1.2,286,1752392,92
15,9,841,148,104,1,0.8,156734,17341,3,4.2,4.2,0,0.2,7.4,10.4,61.4,225.8,316,91,9,0
4,1,1065,229,68,0.6,0.6,105847,17529,1.6,1.8,1.6,0,0.6,4.4,8,49.4,103.4,305,91,9,0
30,42,1403,103,78,0.8,3.39,30929,36075,2.99,4.79,4.59,0,0.4,0.8,1,39.92,62.28,1.7,305,1102510,92
2,2,1479,213,153,0.4,0.2,88759,45182,0,0,0,0,0,0,0,25.4,47.6,1.7,638,1120110,93
285,79,2780,417,367,2.8,3.6,278259,312911,12.4,58.8,58.4,0,1.2,1.8,2,186.8,291.8,1.4,280,1066042,79
18,12,2385,334,124,5.8,16,928637,33286,0,0,0,0,0,7.2,9.2,206.6,399,2.8,672,1097338,80
5,2,929,64,109,1.2,2.8,21100,80970,12.6,23.2,22.8,0,9.2,6.4,10.6,103,110.6,1,381,1059995,90
1,0,996,291,203,1.2,3.6,100026,47886,1,1.2,1.2,0,0,0.2,0.4,50.2,99.2,4.2,209,1712002,93
22,31,405,31,42,0.8,0.4,22336,41726,0,0,0,0,0,0,0,44.6,63.8,2.8,2112,1768477,91
36,48,3604,509,225,2.2,6.8,1154894,714912,3.2,13.4,29.4,66.2,1.4,4,6.2,126.2,239.6,1,152,1042494,83
6,5,2383,194,136,0.2,0.2,9974,33744,0,0,0,0,0,0.2,0.2,16.6,36.4,2.4,1195,971432,91
0,0,243,21,19,0.2,0.2,52466,69040,0,0,0,0,0,0,0,15.57,16.97,1,6823,1850258,98
1,1,506,166,91,0.2,0.2,274362,218621,0,0,0,0,0,0,0,15.8,16.8,3,4182,1829272,88
7,3,2933,494,317,4,2.8,704923,70100,0,0,0,0,0,4.4,5.2,198.4,305.4,2,624,1122808,80
1,0,1186,94,45,0.6,2.2,29469,15838,0,0,0,0,0,0.2,0.2,50.2,77.4,1.5,652,1069200,94
8,3,1159,148,118,0.8,1,111780,31354,3.39,5.79,11.18,34.53,0.8,4.59,9.58,49.1,104.59,1.5,157,966175,93
12,11,589,124,50,1,0.6,419557,118856,0,0,0,0,0,8.4,16,78.2,268.6,3.4,6476,1834381,93
0,0,1920,112,87,0,0,13273,53920,0,0,0,0,0,0,0,1.4,28,1.2,1950,1711416,96
5,0,2406,331,97,0.6,2,968395,62250,0.6,11.8,28,66.4,0,7,34.6,47.2,123.8,1.4,240,1016227,90
14,8,2121,194,100,5.8,19.4,254587,25724,4.8,23.2,55.4,117,0.2,29.2,55.2,193.2,373.6,2,138,1107872,76
33,47,2060,143,113,0.2,0.2,93686,28812,1,1.2,1.2,0,7.8,1.4,2.4,15.8,35,1.8,288,1012149,92
0,0,2333,112,143,0.2,0.2,5050,25855,0,0,0,0,0,0,0,15.4,17,2,819,1720944,96
43,58,1368,177,122,0.4,0.4,154537,119308,3.2,3.8,3.8,0,4.8,1.4,1.6,54,67,1.8,486,1514824,92
13,3,662,34,35,1.4,1.2,26150,5587,0,0,0,0,0,0,0,88.6,117,1,7405,1865309,94
14,13,1642,194,201,0.4,1,587932,495713,0.4,0.8,0.8,0,0.4,55.09,105.99,31.34,68.06,1,645,1082777,81
2,1,243,27,28,0.2,0.2,1676,5507,0,0,0,0,0,0.2,0.2,21.36,33.33,1,7302,1861143,97
52,0,2393,97,75,12.8,37,133167,34177,2,14.6,35.2,64,0.4,29.6,30.8,417.2,810.4,1.7,127,1091302,64
3,1,565,74,42,1.8,2,178698,115623,0,0,0,0,0,2.8,3.8,186.2,152.6,1,5270,1839325,90
2,0,517,71,28,1.8,1.8,362691,28190,16.4,46.2,182.2,432.4,0,40,77.4,153.4,240.4,2.6,131,1792312,81
3,0,2792,341,251,2.4,3.39,758562,251742,0,0,0,0,0,21.76,40.32,149.7,278.24,2.8,598,1039615,79
0,0,1191,44,39,0.2,0.2,3627,8428,0,0,0,0,0,0,0,15.6,16.8,2,4114,1776888,93
44,1,4272,391,149,10,30,885549,53987,4,7.4,15.6,35.4,1,97.6,104.4,360,800.8,2.5,284,1099925,59
3,1,561,83,26,1.4,1.4,511866,34420,7.4,29.8,90,245.4,0,58.2,115.2,123,267.2,2.6,367,1797285,80
0,0,1188,115,79,0.2,0.2,6090,20123,0,0,0,0,0,0,0,16.3,18.29,1.2,794,1059268,96
27,5,6777,1208,535,9,5.4,623272,213540,10.4,17.2,25.4,23.6,6.8,7.4,11.8,467.6,756,233,62,38,0
1,0,798,59,48,0.8,0.6,14801,15432,0,0,0,0,1.2,6.8,6.8,53.2,88.2,2.2,985,1718382,94
37,55,846,70,81,0.2,0.2,21396,43922,0,0,0,0,0.2,0.2,0.2,15.8,25.4,1,703,1060514,96
1,1,385,150,50,0.4,1,268276,228622,0,0,0,0,0,0,0,27.4,36.8,2.2,6835,1835978,97
11,8,4602,739,638,2.2,2.2,423020,318145,6.4,13.4,19.8,31.6,0.4,7.6,13.2,102.6,171.4,2.4,230,1129762,83
4,1,419,43,13,2.2,2.2,80408,13554,0,0,0,0,0,2.4,2.79,217.17,180.44,1.2,11735,1883075,89
19,29,2161,80,108,0.2,0.2,3948,12262,0,0,0,0,0,0.4,0.4,15.6,16.8,2.4,1361,1723224,94
7,5,719,88,96,0.8,0.8,26625,22985,0,0,0,0,0,10.8,10.8,65.6,101.6,1.5,708,991186,94
13,6,4688,129,120,1.8,8.4,51511,188157,0,0,0,0,0.2,1.8,1.8,142,182.4,2.4,405,1523059,83
40,24,1444,155,117,3,3.8,128282,45359,5.8,10,17.2,15.4,1.4,7.4,11.8,199.6,302.6,2,253,1090144,86
6,5,811,67,57,0.2,0.2,6642,23298,0,0,0,0,0,0.4,0.8,15.8,26.8,4,372,978118,97
0,0,1773,289,150,0.4,1.8,1141912,86538,0,0,0,0,0.2,0.2,0.2,17.2,66,1,413,1036922,90
12,4,2173,246,110,7.2,19.8,26190,28608,1.8,9.8,28.2,69.4,1.2,5.2,5.4,248.8,461,1,138,1089453,79
23,13,4115,433,366,7.77,2.19,190173,28373,2.19,2.39,2.39,0,0,0.4,2.59,369.72,567.13,3,256,1070261,76
3,3,599,56,47,0.6,0.8,6105,17181,2.2,6.6,8.2,6.6,1.2,0,0,43.6,70.6,2,149,1023728,96
20,6,4048,498,162,2.2,3.4,100701,25574,0,0,0,0,0.2,60.6,63.8,129.2,366.2,1.7,918,981229,79
553,0,4259,189,136,2.4,2.6,376809,34697,12.8,154.8,523,1237,0,12.4,49.2,162,738.6,7,119,1319936,70
2,0,2253,353,176,0.8,1.2,387419,31544,6,41.2,115.4,210.8,0.4,32,47.6,48.6,204.6,1.5,172,1050558,85
162,176,7560,506,410,9.6,12.8,242465,86281,0,0,0,0,0,0.4,0.6,506,677.6,7.4,1351,1634653,55
57,0,687,21,22,1.8,3.01,303675,57878,0,0,0,0,0,12.83,55.71,121.04,162.73,1.4,6912,1860856,93
24,2,2721,295,245,6.01,4.01,219240,63103,4.41,5.21,27.05,43.49,0.6,1.6,12.22,269.54,456.51,2.6,265,1113138,81
43,59,2362,386,356,2.99,2.59,279958,193793,0.6,1.2,13.37,34.53,0.6,0.8,1.4,156.29,237.33,2.5,150,1090135,84
1,0,207,13,14,0.8,1.2,11109,6958,0,0,0,0,0,1,1.6,69,60.4,1,8805,1871411,97
3,2,2130,114,137,0.4,0.4,4434,28432,0,0,0,0,0,0,0,34.6,40,2.2,737,1728022,95
13,10,2259,214,181,0.6,3,99277,40755,0,0,0,0,0,4.6,8.6,27.2,52,547,90,10,0
8,4,1382,178,128,0.4,0.4,95104,20338,0,0,0,0,0,42.91,44.71,42.51,139.52,1.4,686,974373,91
1,0,255,28,26,0.4,0.6,104467,22583,0,0,0,0,0,1.2,2,34.8,48,2,454,1746654,90
4,1,2360,155,102,0.8,0.8,23647,28846,0,0,0,0,0,1.4,1.4,48,71.8,1.8,1520,971381,92
46,61,2650,143,112,1.4,4,58112,39991,12.6,32,47.4,62.4,0.8,21.8,32.8,159.6,278,1.6,298,1053496,84
2,1,3560,195,195,0.2,0.2,64062,44007,2.4,4.6,4.2,0,0.2,4.2,4.2,17,43.6,1.3,172,1052894,89
33,5,3679,349,285,3.99,2.99,483452,152847,1,1.2,1.2,0,0.6,11.58,11.98,198.8,505.59,2,594,983668,74
2,1,221,38,26,0.2,0.2,87720,6324,0,0,0,0,0,0,0,20.56,18.56,1.2,7364,1861736,97
4,1,2922,182,235,0.8,3.6,602110,663645,0.8,1.6,1.6,0,0.4,37.4,66.6,46.8,110,2.8,481,1037405,79
2,0,2276,149,158,1,0.4,101233,110252,0,0,0,0,0,0.8,0.8,53.2,93,1,401,1062278,91
9,2,6177,232,182,1.6,1.6,133249,65281,3.99,5.79,5.19,0,0.8,2.4,2.99,113.57,174.25,3.4,259,1458397,83
14,11,3911,205,162,1.6,0.6,56870,76075,1.2,2.4,2.4,0,0.6,3.8,4.8,88.8,154,2.8,1010,1011650,86
43,59,3849,179,134,2,3.99,242114,51145,0,0,0,0,0.4,6.19,9.58,146.11,233.53,1,405,1018470,81
16,0,4800,430,220,13.2,31,1009348,44725,3,10.4,26,90,10.6,12.2,13.4,466,853,4.5,174,1098397,57
10,5,1185,126,80,0.8,1,130493,25628,2.81,7.41,11.42,44.89,2,2,3.61,54.51,121.84,1,295,977643,92
34,43,793,55,50,1,0.4,34368,22420,0,0,0,0,0,0,0,54,83,2,5398,1680534,95
0,0,302,33,61,0.2,0.2,36566,50719,0,0,0,0,0,0.6,0.6,15.57,16.77,1,2729,1768495,94
2,0,2338,197,91,1.2,1.6,187157,37649,0,0,0,0,0,4.59,12.77,93.21,162.67,1,433,1063786,91
4,3,622,64,50,0.6,0.8,2705,21780,2,2,2,0,1.4,2,2,43.4,68.2,2.3,303,1023552,96
0,0,261,51,35,0.2,0.2,270982,20290,0,0,0,0,0,1.8,2.61,16.23,21.84,1.4,8318,1868621,97
2,0,2214,104,87,0.8,1.6,30187,59706,0,0,0,0,0,35.8,36.2,63.4,152.2,4,544,1017939,89
4,1,653,81,91,1.6,0.6,40388,20918,0,0,0,0,0,0,0,85.6,119.2,1,7203,1874077,95
6,4,1263,154,97,1.4,2.99,449239,28906,4.39,36.33,49.5,112.38,6.79,2.59,3.39,112.97,251.1,3,193,1057043,87
4,2,2741,250,155,0.8,1.2,768769,116500,1,1.2,1.2,0,2.59,9.78,9.98,74.85,303.19,1.2,323,1018675,86
28,38,2089,139,132,0.6,0.6,39676,74809,0,0,0,0,0,6,7,45.2,125.6,2.7,2041,1860174,93
10,1,2691,267,237,3.6,1.2,121579,50442,1.8,2.8,2.4,0,0.2,5.4,8.6,162.6,290.8,1.3,374,1003082,84
0,0,2061,150,104,0.2,0.2,48089,87253,0,0,0,0,0,2,3.2,13.8,24,2.6,722,1769267,86
0,0,905,57,47,0.6,0.4,56722,10728,0,0,0,0,0,4.2,8.4,33.2,39.8,1,5813,1818853,96
9,5,728,72,75,0.6,1,4942,57669,5.19,7.78,6.99,0,0.4,1,1,55.29,72.46,2,381,1089528,95
7,6,819,91,46,0.2,0.2,194325,24819,1,1.4,1.4,0,1.6,15.6,15.6,20.6,206.6,2,205,969859,94
2,0,2276,166,118,0.4,0.6,29704,23901,0,0,0,0,0.2,7.82,8.02,46.69,93.99,2,1352,1075373,94
86,106,2765,294,132,2.2,3.2,813180,55605,0,0,0,0,0.2,36,38.2,184.2,329.8,1.8,822,1050037,84
19,7,3762,216,131,3,8.2,302582,73496,0.6,0.8,0.6,0,0,4.4,5,271.8,359.6,3.8,441,1527320,79
3,0,513,52,61,0.6,0.6,5028,38652,0,0,0,0,0,0.2,0.2,41.2,46.2,1.5,373,1091149,97
7,3,439,49,58,0.8,1.4,3877,23938,0,0,0,0,0,0.2,0.4,51.8,118.2,2.2,6333,1701510,94
53,65,1017,176,68,3.19,2.99,81296,8662,2,3.99,3.19,0,4.79,11.38,11.58,136.93,257.09,3,511,1707930,87
45,59,2782,164,120,1.4,3,141984,48006,0,0,0,0,0,1.8,2.2,129.2,256,1,1097,1057458,84
0,0,1326,114,58,0.2,0.2,37952,38662,2.4,3.8,3.4,0,2.8,15.6,15.6,15.2,21.8,2.4,265,1741510,87
35,39,700,150,56,2,2,82631,8659,0,0,0,0,0,10.6,11,77,133.4,2.6,534,1745819,87
14,0,2664,340,323,6.2,9,67387,26099,4,4.2,5.6,3.2,0.4,2.8,4.4,477,446.6,1,237,1089926,80
8,2,1095,80,76,0.2,0.2,234011,61095,0,0,0,0,0,7.2,9.6,29.8,49.6,2.6,1328,1540717,94
20,14,4276,270,167,2.6,9,259286,33552,0,0,0,0,0,14.8,26.2,231,261.6,5,1330,1640848,78
15,5,1421,148,97,1.6,2.8,215537,45333,1.4,2,2.8,3,1.4,24,38.6,77,204.6,2.3,303,950886,87
12,10,2124,128,94,0.6,1.4,126181,49317,2,2.2,2.2,0,0.4,5.2,6.6,65,141.2,3.6,352,1025507,87
4,3,3282,257,187,0.8,0.8,64145,281762,5,6.8,9.2,5.8,1.6,3.2,5.2,46.8,80,2.8,134,1010344,88
0,0,315,31,34,0.2,0.2,1491,8278,0,0,0,0,0,0.2,0.2,15.2,16.8,1.2,1023,1761680,94
123,122,4374,477,383,8.18,3.59,271392,13229,0,0,0,0,0,0.4,0.4,391.82,614.37,4,2251,1399210,75
3,0,1204,73,91,1,1.6,109982,21147,0,0,0,0,0,2.2,2.2,152.4,153.4,1,834,1048877,94
1,0,4146,275,190,1.2,3.4,823128,82198,8.8,14.4,10.2,0,0.8,1.6,2.4,46.4,70,2.8,269,1752118,87
10,4,1977,214,129,1,1,288196,84397,2.99,8.98,12.77,23.95,4.19,3.59,6.39,208.98,325.75,1,326,1116013,83
2,1,422,73,44,1,1,276333,259294,0,0,0,0,0,2.4,4.8,73.4,76.2,2.2,3462,1822493,90
18,16,2304,506,238,1,1,576576,492864,6.2,10.2,9.6,0,9.4,0.8,0.8,80.6,82,1.6,621,1044544,89
5,0,1321,131,91,1,0.8,103867,26989,0,0,0,0,0.6,0,0,192.6,183.4,1,447,978733,91
1,0,1284,147,80,0.2,0.2,103627,18532,0,0,0,0,3.2,1.2,1.2,33.8,102.6,1.6,395,1060934,93
7,1,2808,386,377,6.41,3.61,197062,151607,10.42,24.05,72.95,189.38,0,2,2,286.57,571.74,1,148,968997,78
55,52,7418,2503,2485,0.8,0.6,39717,60613,3.19,4.39,6.99,8.18,0.4,3.59,10.18,33.13,69.46,3.4,153,971222,83
10,2,2180,308,162,2,1.8,70457,48047,0,0,0,0,0.4,1.2,6.6,123.6,209.4,3.2,1100,1534987,88
45,31,2366,465,225,5.77,3.98,635457,467915,1.79,3.58,3.58,0,0,8.95,10.93,261.23,475.75,453,81,19,0
